data_number,chemical_formula,tc_kelvin,quality_tier,quality_score,quality_badges
464,Y1Ba2Cu2.975Zn0.025OY,82.8,tier1_strict,5,"Tier1, StableFormula, HighTc"
465,Y1Ba2Cu2.95Zn0.05OY,74.7,tier1_strict,4,"Tier1, StableFormula"
466,Y1Ba2Cu2.925Zn0.075OY,64.9,tier1_strict,4,"Tier1, StableFormula"
467,Y1Ba2Cu2.9Zn0.1OY,57.6,tier1_strict,4,"Tier1, StableFormula"
468,Y1Ba2Cu2.85Zn0.15OY,56.0,tier1_strict,4,"Tier1, StableFormula"
469,Y1Ba2Cu2.8Zn0.2OY,56.5,tier1_strict,4,"Tier1, StableFormula"
470,Y1Ba2Cu2.7Zn0.3OY,47.6,tier1_strict,4,"Tier1, StableFormula"
471,Gd1Ba2Cu3O6.9,92.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
473,Gd1Ba2Cu2.7Fe0.3O6.9,41.0,tier1_strict,4,"Tier1, StableFormula"
475,Gd1Ba2Cu2.7Co0.3O6.9,33.0,tier1_strict,4,"Tier1, StableFormula"
478,Bi2.2Sr2Ca0.8Cu2O8+Z,87.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
479,Y1Ba2Cu2.5Ni0.5O7,52.3,tier1_strict,4,"Tier1, StableFormula"
481,La2.8Ba3.2Cu6O14.07,13.0,tier1_strict,4,"Tier1, StableFormula"
482,La2.6Ba3.4Cu6O14.06,26.0,tier1_strict,4,"Tier1, StableFormula"
483,La2.4Ba3.6Cu6O14.01,39.0,tier1_strict,4,"Tier1, StableFormula"
484,La2.2Ba3.8Cu6O13.86,52.0,tier1_strict,4,"Tier1, StableFormula"
485,La2Ba4Cu6O13.8,65.0,tier1_strict,4,"Tier1, StableFormula"
486,Y1La2Ba3Cu6O14.53,25.6,tier1_strict,4,"Tier1, StableFormula"
487,Y1La1.8Ba3.2Cu6O14.49,41.9,tier1_strict,4,"Tier1, StableFormula"
488,Y1La1.6Ba3.4Cu6O14.38,53.1,tier1_strict,4,"Tier1, StableFormula"
489,Y1La1.4Ba3.6Cu6O14.2,64.0,tier1_strict,4,"Tier1, StableFormula"
490,Y1La1.2Ba3.8Cu6O14.07,70.4,tier1_strict,4,"Tier1, StableFormula"
491,Y1La1Ba4Cu6O13.95,72.2,tier1_strict,4,"Tier1, StableFormula"
497,Y2La1Ba3Cu6O14.17,28.0,tier1_strict,4,"Tier1, StableFormula"
498,Y2La0.8Ba3.2Cu6O14.2,46.0,tier1_strict,4,"Tier1, StableFormula"
499,Y2La0.6Ba3.4Cu6O14.02,60.0,tier1_strict,4,"Tier1, StableFormula"
500,Y2La0.4Ba3.6Cu6O13.91,78.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
501,Y2La0.2Ba3.8Cu6O13.92,93.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
502,Y2La0.15Ba3.85Cu6O13.99,93.2,tier1_strict,5,"Tier1, StableFormula, HighTc"
503,Y2La0.1Ba3.9Cu6O13.94,90.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
504,Y2Ba4Cu6O13.9,93.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
505,Y1Ba2Cu3O6.94,92.55714285714284,tier1_strict,7,"Tier1, StableFormula, ReliableMeasurement, HighTc"
506,Y1Ba1.975La0.025Cu3O6.95,99.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
507,Y1Ba1.95La0.05Cu3O6.9,99.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
508,Y1Ba1.925La0.075Cu3O6.9,99.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
509,Y1Ba1.9La0.1Cu3O6.9,88.4,tier1_strict,5,"Tier1, StableFormula, HighTc"
510,Y1Ba1.8La0.2Cu3O6.95,78.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
511,Y1Ba1.7La0.3Cu3O7,60.9,tier1_strict,4,"Tier1, StableFormula"
512,Y1Ba1.6La0.4Cu3O7.05,52.0,tier1_strict,4,"Tier1, StableFormula"
513,Y1Ba1.5La0.5Cu3O7.08,38.0,tier1_strict,4,"Tier1, StableFormula"
515,Gd1Ba2Cu2.925Fe0.075OX,64.0,tier1_strict,4,"Tier1, StableFormula"
516,Gd1Ba2Cu2.85Fe0.15OX,47.0,tier1_strict,4,"Tier1, StableFormula"
517,Gd1Ba2Cu2.775Fe0.225OX,33.0,tier1_strict,4,"Tier1, StableFormula"
518,Gd1Ba2Cu2.7Fe0.3OX,11.0,tier1_strict,4,"Tier1, StableFormula"
522,La1Ba2Cu3OX,48.5,tier1_strict,4,"Tier1, StableFormula"
523,La1Ba1.75Ca0.25Cu3OX,71.7,tier1_strict,4,"Tier1, StableFormula"
524,La1Ba1.25Ca0.75Cu3OX,78.2,tier1_strict,5,"Tier1, StableFormula, HighTc"
525,La1Ba1Ca1Cu3OX,80.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
526,La1Ba0.5Ca1.5Cu3OX,36.7,tier1_strict,4,"Tier1, StableFormula"
529,Y1Ba2Cu2.8Co0.2O7.04,53.0,tier1_strict,4,"Tier1, StableFormula"
533,Bi2Sr2Ca2Cu3O,111.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
534,Bi2Sr2Ca1Cu2O,87.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
537,Y1Ba2Cu2.97Co0.03O6.96,92.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
538,Y1Ba2Cu2.925Co0.075O6.97,92.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
539,Y1Ba2Cu2.85Co0.15O7.03,65.0,tier1_strict,4,"Tier1, StableFormula"
540,Y1Ba2Cu2.775Co0.225O6.99,58.0,tier1_strict,4,"Tier1, StableFormula"
541,Y1Ba2Cu2.7Co0.3O7.11,36.0,tier1_strict,4,"Tier1, StableFormula"
544,Y1Ba2Cu2.94Ni0.06O7.01,85.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
545,Y1Ba2Cu2.85Ni0.15O6.84,75.0,tier1_strict,4,"Tier1, StableFormula"
546,Y1Ba2Cu2.7Ni0.3O6.88,73.0,tier1_strict,4,"Tier1, StableFormula"
547,Y1Ba2Cu2.4Ni0.6O6.94,66.0,tier1_strict,4,"Tier1, StableFormula"
550,La1.94Sr0.06Cu1O3.995,6.5,tier1_strict,4,"Tier1, StableFormula"
551,La1.92Sr0.08Cu1O3.994,20.3,tier1_strict,4,"Tier1, StableFormula"
552,La1.89Sr0.11Cu1O3.986,29.2,tier1_strict,4,"Tier1, StableFormula"
553,La1.855Sr0.145Cu1O4,33.1,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
555,La1.815Sr0.185Cu1O3.964,33.2,tier1_strict,4,"Tier1, StableFormula"
557,La1.78Sr0.22Cu1O3.945,34.8,tier1_strict,4,"Tier1, StableFormula"
558,La1.75Sr0.25Cu1O3.921,19.6,tier1_strict,4,"Tier1, StableFormula"
559,La1.73Sr0.27Cu1O3.913,30.6,tier1_strict,4,"Tier1, StableFormula"
560,La1Ba2Cu2.9O6.8,45.0,tier1_strict,4,"Tier1, StableFormula"
562,La1.2Ba1.8Cu3O6.98,80.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
564,Y0.875Lu0.125Ba2Cu3OX,89.7,tier1_strict,5,"Tier1, StableFormula, HighTc"
565,Y0.75Lu0.25Ba2Cu3OX,88.2,tier1_strict,5,"Tier1, StableFormula, HighTc"
566,Y0.625Lu0.375Ba2Cu3OX,88.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
567,Y0.5Lu0.5Ba2Cu3OX,86.7,tier1_strict,5,"Tier1, StableFormula, HighTc"
568,Y0.375Lu0.625Ba2Cu3OX,86.9,tier1_strict,5,"Tier1, StableFormula, HighTc"
569,Y0.25Lu0.75Ba2Cu3OX,86.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
570,Y0.125Lu0.875Ba2Cu3OX,87.9,tier1_strict,5,"Tier1, StableFormula, HighTc"
573,La1.9Ba0.1Cu1O4,28.0,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
575,La1.785Ba0.215Cu1OZ,25.5,tier1_strict,4,"Tier1, StableFormula"
577,La1.9Sr0.1Cu1O3.98,29.5,tier1_strict,4,"Tier1, StableFormula"
578,La1.875Sr0.125Cu1OZ,34.3,tier1_strict,4,"Tier1, StableFormula"
579,La1.85Sr0.15Cu1O3.98,37.9,tier1_strict,4,"Tier1, StableFormula"
580,La1.825Sr0.175Cu1OZ,35.0,tier1_strict,4,"Tier1, StableFormula"
581,La1.8Sr0.2Cu1O3.99,27.5,tier1_strict,4,"Tier1, StableFormula"
582,La1.75Sr0.25Cu1OZ,11.9,tier1_strict,4,"Tier1, StableFormula"
586,La1.9Ca0.1Cu1O3.967,20.0,tier1_strict,4,"Tier1, StableFormula"
587,La1.85Ca0.15Cu1O3.942,19.0,tier1_strict,4,"Tier1, StableFormula"
588,La1.8Ca0.2Cu1O3.917,19.5,tier1_strict,4,"Tier1, StableFormula"
591,Y1Ba2Cu3O6.84,82.28333333333333,tier1_strict,5,"Tier1, StableFormula, HighTc"
592,Y1Ba2Cu3O6.83,90.43333333333334,tier1_strict,7,"Tier1, StableFormula, ReliableMeasurement, HighTc"
593,Y1Ba2Cu3O6.75,75.77222222222221,tier1_strict,5,"Tier1, StableFormula, HighTc"
594,Y1Ba2Cu3O6.7,68.8575,tier1_strict,5,"Tier1, StableFormula, HighTc"
595,Y1Ba2Cu3O6.4,32.95,tier1_strict,4,"Tier1, StableFormula"
598,Y1Ba2Cu2.955Fe0.045O6.89,72.0,tier1_strict,4,"Tier1, StableFormula"
600,Y1Ba2Cu2.52Al0.48O6.74,68.0,tier1_strict,4,"Tier1, StableFormula"
601,Y1Ba2Cu2.05Al0.95O6.7,63.0,tier1_strict,4,"Tier1, StableFormula"
602,Y1Ba2Cu2.095Al0.095O6.81,83.3,tier1_strict,5,"Tier1, StableFormula, HighTc"
603,Y1Ba2Cu2.98Zr0.02O6.84,90.2,tier1_strict,5,"Tier1, StableFormula, HighTc"
604,Y1Ba2Cu2.94Zr0.06O6.81,92.3,tier1_strict,5,"Tier1, StableFormula, HighTc"
605,Y1Ba2Cu2.98Zr0.2O6.75,89.8,tier1_strict,5,"Tier1, StableFormula, HighTc"
606,Eu1Ba2Cu3O6.76,77.0,tier1_strict,4,"Tier1, StableFormula"
607,Eu1Ba2Cu3O6.88,94.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
609,Y1Ba2Cu2.994Zn0.006O6.63,60.0,tier1_strict,4,"Tier1, StableFormula"
610,Sr0.25La1.75Cu1O4-Y,33.0,tier2_standard,2,Tier2
613,Sm0.4Ba0.6Cu1OX,18.0,tier1_strict,4,"Tier1, StableFormula"
614,Eu0.1La1.7Sr0.2Cu1O4,33.0,tier1_strict,4,"Tier1, StableFormula"
634,Y1Ba1.48Sr0.52Cu3O7-Z,90.0,tier2_standard,3,"Tier2, HighTc"
637,Sm1Ba2Cu3O6.85,79.3,tier1_strict,5,"Tier1, StableFormula, HighTc"
638,Sm1.05Ba1.95Cu3O6.87,89.75,tier1_strict,5,"Tier1, StableFormula, HighTc"
639,Sm1.15Ba1.85Cu3O6.95,77.3,tier1_strict,5,"Tier1, StableFormula, HighTc"
640,Sm1.2Ba1.8Cu3O7.01,56.5,tier1_strict,4,"Tier1, StableFormula"
641,Sm1.28Ba1.72Cu3O7.03,43.6,tier1_strict,4,"Tier1, StableFormula"
642,Sm1.35Ba1.65Cu3O7.07,26.2,tier1_strict,4,"Tier1, StableFormula"
644,Nd1.32Ce0.27Sr0.41Cu1OY,20.0,tier1_strict,4,"Tier1, StableFormula"
647,Y1Ba2Cu3O6.62,51.825,tier1_strict,4,"Tier1, StableFormula"
649,Bi2Ca1Sr2Cu2O8,88.25,tier1_strict,7,"Tier1, StableFormula, ReliableMeasurement, HighTc"
658,Ba0.65K0.35Bi1O3,28.2,tier1_strict,4,"Tier1, StableFormula"
659,La2Cu1O4.13,31.0,tier1_strict,4,"Tier1, StableFormula"
660,La1.9Sr0.1Cu1O4,28.06527777777778,tier1_strict,4,"Tier1, StableFormula"
662,La1.75Sr0.25Cu1O4,17.071428571428573,tier1_strict,4,"Tier1, StableFormula"
663,Bi2Sr2Ca1Cu2OX,85.83333333333333,tier2_standard,4,"Tier2, StableFormula, HighTc"
664,Bi2Sr2Ca2Cu3OX,106.85,tier1_strict,7,"Tier1, StableFormula, ReliableMeasurement, HighTc"
665,Tl2Ca1Ba2Cu2OX,106.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
674,Bi2.2Ca1Sr1.9Cu2O8+X,86.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
689,Bi2Sr1.3Ca0.7Cu1O6.15,84.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
690,Bi0.8Pb0.2Sb0.05Sr1Ca1Cu2OX,93.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
691,Bi0.8Pb0.2Sr1Ca1Cu2OZ,108.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
692,Y1Ba2Cu3OZ,87.70325581395349,tier2_standard,4,"Tier2, StableFormula, HighTc"
693,Y1Ba2Cu2.82Fe0.18OZ,55.0,tier1_strict,4,"Tier1, StableFormula"
694,Y1Ba2Cu2.7Fe0.3OZ,39.0,tier1_strict,4,"Tier1, StableFormula"
695,Bi4.4Sr3.6Ca2Cu4OY,83.6,tier1_strict,5,"Tier1, StableFormula, HighTc"
696,Pb0.3Bi1.7Sr2Ca2Cu3O10+Z,107.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
700,Y1Ba2Cu3O6.55,63.370000000000005,tier1_strict,5,"Tier1, StableFormula, HighTc"
703,Ba0.6K0.4Bi1O3,27.589583333333334,tier1_strict,4,"Tier1, StableFormula"
706,Y1Ba2Cu2.85Ag0.15O7,90.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
708,Y1Ba2Cu3O6.82,88.64999999999999,tier1_strict,5,"Tier1, StableFormula, HighTc"
709,Y1Ba2Cu3O6.66,61.38,tier1_strict,5,"Tier1, StableFormula, HighTc"
710,Y1Ba2Cu3O6.47,47.5,tier1_strict,4,"Tier1, StableFormula"
711,Y1Ba2Cu3O6.46,45.0,tier1_strict,4,"Tier1, StableFormula"
714,Tl1Sr2Ca0.5Sm0.5Cu2O6.75,37.6,tier1_strict,4,"Tier1, StableFormula"
719,Tl1Ba1.1La0.9Cu1O5,39.0,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
720,Tl1Ba1.2La0.8Cu1O5,42.025,tier1_strict,4,"Tier1, StableFormula"
722,Nd1.85Ce0.15Cu1O4-X,21.0,tier2_standard,2,Tier2
724,Y1Ba2Cu3O6.86,87.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
725,Y1Ba2Cu3O6.96,90.25588235294116,tier1_strict,5,"Tier1, StableFormula, HighTc"
729,Y1Ba2Cu2.95Ni0.05OX,86.8,tier1_strict,5,"Tier1, StableFormula, HighTc"
731,Y1Ba2Cu2.95Zn0.05OX,72.2,tier1_strict,4,"Tier1, StableFormula"
734,Nd1Ba2Cu2.95Ni0.05OX,85.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
735,Nd1Ba2Cu2.9Ni0.1OX,70.9,tier1_strict,4,"Tier1, StableFormula"
736,Nd1Ba2Cu2.95Zn0.05OX,65.0,tier1_strict,4,"Tier1, StableFormula"
737,Nd1Ba2Cu2.9Zn0.1OX,36.9,tier1_strict,4,"Tier1, StableFormula"
739,Gd1Ba2Cu2.95Ni0.05OX,86.2,tier1_strict,5,"Tier1, StableFormula, HighTc"
740,Gd1Ba2Cu2.9Ni0.1OX,84.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
741,Gd1Ba2Cu2.95Zn0.05OX,72.5,tier1_strict,4,"Tier1, StableFormula"
742,Gd1Ba2Cu2.9Zn0.1OX,53.6,tier1_strict,4,"Tier1, StableFormula"
744,Dy1Ba2Cu2.95Ni0.05OX,87.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
745,Dy1Ba2Cu2.9Ni0.1OX,81.8,tier1_strict,5,"Tier1, StableFormula, HighTc"
746,Dy1Ba2Cu2.95Zn0.05OX,71.5,tier1_strict,4,"Tier1, StableFormula"
747,Dy1Ba2Cu2.9Zn0.1OX,49.3,tier1_strict,4,"Tier1, StableFormula"
749,Er1Ba2Cu2.95Ni0.05OX,87.8,tier1_strict,5,"Tier1, StableFormula, HighTc"
750,Er1Ba2Cu2.9Ni0.1OX,83.3,tier1_strict,5,"Tier1, StableFormula, HighTc"
751,Er1Ba2Cu2.95Zn0.05OX,73.1,tier1_strict,4,"Tier1, StableFormula"
752,Er1Ba2Cu2.9Zn0.1OX,51.8,tier1_strict,4,"Tier1, StableFormula"
753,Bi2Sr1.3Ca0.7Cu1O8-Z,84.0,tier2_standard,3,"Tier2, HighTc"
754,La1Ba1Ca1Cu3O6.98,76.35,tier1_strict,4,"Tier1, StableFormula"
757,Er1Ba2Cu3O6.15,35.0,tier1_strict,4,"Tier1, StableFormula"
758,Er1Ba2Cu3O6.34,20.0,tier1_strict,4,"Tier1, StableFormula"
759,Er1Ba2Cu3O6.31,55.0,tier1_strict,4,"Tier1, StableFormula"
760,Er1Ba2Cu3O6.67,85.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
761,Er1Ba2Cu3O6.91,92.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
778,La1.7Sr0.3Cu1O4,14.5,tier2_standard,3,"Tier2, StableFormula"
784,Y1Ba2Cu3O6.962,92.15,tier1_strict,7,"Tier1, StableFormula, ReliableMeasurement, HighTc"
785,Y1Ba2La1.94Cu3O6.963,91.8,tier1_strict,5,"Tier1, StableFormula, HighTc"
786,Y1Ba1.92La0.08Cu3O6.965,92.6,tier1_strict,5,"Tier1, StableFormula, HighTc"
787,Y1Ba1.9La0.1Cu3O6.975,93.9,tier1_strict,5,"Tier1, StableFormula, HighTc"
788,Y1Ba1.86La0.14Cu3O6.98,89.4,tier1_strict,5,"Tier1, StableFormula, HighTc"
789,Y1Ba1.8La0.2Cu3O7.013,80.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
790,Y1Ba1.76La0.24Cu3O7.024,73.4,tier1_strict,4,"Tier1, StableFormula"
791,Y1Ba1.7La0.3Cu3O7.059,61.4,tier1_strict,4,"Tier1, StableFormula"
792,Y1Ba1.66La0.34Cu3O7.073,56.0,tier1_strict,4,"Tier1, StableFormula"
793,Y1Ba1.6La0.4Cu3O7.083,49.4,tier1_strict,4,"Tier1, StableFormula"
794,Y1Ba1.54La0.46Cu3O7.118,44.1,tier1_strict,4,"Tier1, StableFormula"
795,Y1Ba2Cu2.95Co0.05O6.88,91.2,tier1_strict,5,"Tier1, StableFormula, HighTc"
796,Y1Ba2Cu2.9Co0.1O6.89,55.3,tier1_strict,4,"Tier1, StableFormula"
798,Y1Ba2Cu2.7Co0.3O6.93,16.9,tier1_strict,4,"Tier1, StableFormula"
800,Y1Ba2Cu2.82Fe0.18O7,74.0,tier1_strict,4,"Tier1, StableFormula"
801,Y1Ba2Cu2.64Fe0.36O7,32.0,tier1_strict,4,"Tier1, StableFormula"
805,Bi2Ca1Sr2Cu2O8+Z,81.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
806,Bi2Ca2Sr1Cu2O8+Z,70.0,tier1_strict,4,"Tier1, StableFormula"
807,Bi2Ca1.5Y0.5Sr1Cu2O8+Z,65.0,tier1_strict,4,"Tier1, StableFormula"
808,Tl2Ca2Ba2Cu3OZ,125.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
809,Tl2Ca1Ba2Cu2OZ,108.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
810,Nd1.85Ce0.15Cu1O4-Z,21.30555555555556,tier2_standard,4,"Tier2, ReliableMeasurement"
811,Nd1.3Ce0.2Sr0.5Cu1O4-Z,24.0,tier2_standard,2,Tier2
815,La2Cu1O4+Z,34.333333333333336,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
816,Tb1Pb1Sr2Ca3Cu4OZ,36.0,tier1_strict,4,"Tier1, StableFormula"
818,Ho1Pb1Sr2Ca3Cu4OZ,41.0,tier1_strict,4,"Tier1, StableFormula"
819,Er1Pb1Sr2Ca3Cu4OZ,33.0,tier1_strict,4,"Tier1, StableFormula"
820,Tm1Pb1Sr2Ca3Cu4OZ,38.0,tier1_strict,4,"Tier1, StableFormula"
821,Yb1Pb1Sr2Ca3Cu4OZ,48.0,tier1_strict,4,"Tier1, StableFormula"
822,Lu1Pb1Sr2Ca3Cu4OZ,33.0,tier1_strict,4,"Tier1, StableFormula"
823,Y1Pb1Sr2Ca3Cu4OZ,31.0,tier1_strict,4,"Tier1, StableFormula"
824,La1Pb1Sr2Ca3Cu4OZ,22.0,tier1_strict,4,"Tier1, StableFormula"
825,Ce1Pb1Sr2Ca3Cu4OZ,62.0,tier1_strict,4,"Tier1, StableFormula"
826,Pr1Pb1Sr2Ca3Cu4OZ,18.0,tier1_strict,4,"Tier1, StableFormula"
827,Nd1Pb1Sr2Ca3Cu4OZ,40.0,tier1_strict,4,"Tier1, StableFormula"
828,Sm1Pb1Sr2Ca3Cu4OZ,35.0,tier1_strict,4,"Tier1, StableFormula"
829,Eu1Pb1Sr2Ca3Cu4OZ,38.0,tier1_strict,4,"Tier1, StableFormula"
830,Gd1Pb1Sr2Ca3Cu4OZ,42.0,tier1_strict,4,"Tier1, StableFormula"
831,Nd1.2Ce0.35Sr0.45Cu1O4-Z,21.2,tier2_standard,2,Tier2
833,Nd1.1Ba1.9Cu3O7-Z,78.5,tier2_standard,3,"Tier2, HighTc"
834,Nd1.2Ba1.8Cu3O7-Z,52.4,tier2_standard,2,Tier2
835,Nd1.3Ba1.7Cu3O7-Z,34.2,tier2_standard,2,Tier2
844,Tl2Ba2Ca1Cu2OX,103.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
845,Tl2Ba2Ca2Cu3OX,123.25,tier1_strict,5,"Tier1, StableFormula, HighTc"
850,Gd1Ba2Cu2.64Fe0.36O6.99,21.0,tier1_strict,4,"Tier1, StableFormula"
853,Gd1Ba2Cu3O6.99,92.45,tier1_strict,5,"Tier1, StableFormula, HighTc"
854,Gd1Ba2Cu2.91Fe0.09O6.94,75.0,tier1_strict,4,"Tier1, StableFormula"
855,Gd1Ba2Cu2.82Fe0.18O6.91,41.0,tier1_strict,4,"Tier1, StableFormula"
856,Gd1Ba2Cu2.73Fe0.27O6.98,40.0,tier1_strict,4,"Tier1, StableFormula"
858,Gd1Ba2Cu3OZ,92.0,tier1_strict,7,"Tier1, StableFormula, ReliableMeasurement, HighTc"
859,Gd1Ba2Cu2.972Fe0.03OZ,90.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
860,Gd1Ba2Cu2.95Fe0.05OZ,89.1,tier1_strict,5,"Tier1, StableFormula, HighTc"
861,Gd1Ba2Cu2.93Fe0.07OZ,86.9,tier1_strict,5,"Tier1, StableFormula, HighTc"
862,Gd1Ba2Cu2.9Fe0.1OZ,75.3,tier1_strict,4,"Tier1, StableFormula"
863,Gd1Ba2Cu2.85Fe0.15OZ,69.1,tier1_strict,4,"Tier1, StableFormula"
864,Gd1Ba2Cu2.8Fe0.2OZ,58.7,tier1_strict,4,"Tier1, StableFormula"
865,Gd1Ba2Cu2.7Fe0.3OZ,36.2,tier1_strict,4,"Tier1, StableFormula"
867,La1.8Sr0.2Cu1O3.95,29.7,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
868,Bi2Sr2Ca1Cu2O8+Z,81.1448275862069,tier1_strict,4,"Tier1, StableFormula"
869,Bi2Sr2Ca0.9Lu0.1Cu2O8+Z,83.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
870,Bi2Sr2Ca0.8Lu0.2Cu2O8+Z,89.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
871,Bi2Sr2Ca0.7Lu0.3Cu2O8+Z,87.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
872,Bi2Sr2Ca0.6Lu0.4Cu2O8+Z,65.0,tier1_strict,4,"Tier1, StableFormula"
873,Bi2Sr2Ca0.5Lu0.5Cu2O8+Z,29.0,tier1_strict,4,"Tier1, StableFormula"
876,Bi2Sr2Ca0.9Na0.1Cu2O8+Z,61.66666666666666,tier1_strict,4,"Tier1, StableFormula"
877,Bi2Sr2Ca0.8Na0.2Cu2O8+Z,64.16666666666667,tier1_strict,4,"Tier1, StableFormula"
878,Bi2Sr2Ca0.7Na0.3Cu2O8+Z,64.0,tier1_strict,4,"Tier1, StableFormula"
889,Y1Ba2Cu3O6.45,40.70333333333333,tier1_strict,4,"Tier1, StableFormula"
890,Y1Ba2Cu3O6.5,49.400000000000006,tier1_strict,4,"Tier1, StableFormula"
897,Y1Ba2Cu3O6.95,91.80272727272728,tier1_strict,7,"Tier1, StableFormula, ReliableMeasurement, HighTc"
900,Bi1.84Pb0.34Sr1.91Ca2.03Cu3.06OZ,105.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
901,Bi0.7Pb0.3Sr1Ca1Cu1.8O6,73.0,tier1_strict,4,"Tier1, StableFormula"
908,Bi2Sr1.8La0.2Ca1Cu2O8+X,85.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
909,Bi2Sr1.6La0.4Ca1Cu2O8+X,74.0,tier1_strict,4,"Tier1, StableFormula"
910,Bi2Sr1.4La0.6Ca1Cu2O8+X,25.5,tier1_strict,4,"Tier1, StableFormula"
912,Bi2Sr1.8K0.2Ca1Cu2O8+X,65.66666666666667,tier1_strict,4,"Tier1, StableFormula"
913,Bi2Sr1.6K0.4Ca1Cu2O8+X,71.66666666666667,tier1_strict,5,"Tier1, StableFormula, HighTc"
919,Y0.9Pr0.1Ba2Cu3O7-Z,86.2,tier2_standard,3,"Tier2, HighTc"
920,Y0.8Pr0.2Ba2Cu3O7-Z,73.6875,tier2_standard,2,Tier2
921,Y0.7Pr0.3Ba2Cu3O7-Z,61.15,tier2_standard,2,Tier2
922,Y0.6Pr0.4Ba2Cu3O7-Z,48.025,tier2_standard,4,"Tier2, ReliableMeasurement"
923,Y0.5Pr0.5Ba2Cu3O7-Z,29.360000000000003,tier2_standard,2,Tier2
931,Er1Ba2Cu3O6.53,54.3,tier1_strict,4,"Tier1, StableFormula"
932,Er1Ba2Cu3O6.64,61.3,tier1_strict,4,"Tier1, StableFormula"
933,Er1Ba2Cu3O6.78,78.2,tier1_strict,5,"Tier1, StableFormula, HighTc"
934,Er1Ba2Cu3O6.87,94.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
935,Er1Ba2Cu3O7,92.025,tier1_strict,7,"Tier1, StableFormula, ReliableMeasurement, HighTc"
936,Bi2Sr2Ca0.9Y0.1Cu2O8+Z,81.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
938,Bi2Sr2Ca0.8Y0.2Cu2O8+Z,84.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
939,Bi2Sr2Ca0.7Y0.3Cu2O8+Z,80.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
940,Bi2Sr2Ca0.6Y0.4Cu2O8+Z,71.5,tier1_strict,4,"Tier1, StableFormula"
941,Bi2Sr2Ca0.5Y0.5Cu2O8+Z,14.5,tier1_strict,4,"Tier1, StableFormula"
948,Bi2Sr2Ca0.55Y0.45Cu2O8+Z,48.45,tier1_strict,4,"Tier1, StableFormula"
950,Y0.9Pr0.1Ba2Cu3O6.91,81.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
951,Y0.8Pr0.2Ba2Cu3O6.91,62.7,tier1_strict,4,"Tier1, StableFormula"
952,Y0.7Pr0.3Ba2Cu3O6.88,47.5,tier1_strict,4,"Tier1, StableFormula"
