data_number,chemical_formula,tc_kelvin,quality_tier,quality_score,quality_badges
156445,Nd1Bi0.98Pb0.02S2F0.3O0.7,5.17,tier1_strict,5,"Tier1, StableFormula, Modern"
156446,Nd1Bi0.97Pb0.03S2F0.3O0.7,5.37,tier1_strict,5,"Tier1, StableFormula, Modern"
156447,Nd1Bi0.96Pb0.04S2F0.3O0.7,5.35,tier1_strict,5,"Tier1, StableFormula, Modern"
156448,Nd1Bi0.94Pb0.06S2F0.3O0.7,5.56,tier1_strict,5,"Tier1, StableFormula, Modern"
156449,Nd1Bi0.9Pb0.1S2F0.3O0.7,4.83,tier1_strict,5,"Tier1, StableFormula, Modern"
156451,Bi3Ni0.95Fe0.05,4.08,tier1_strict,5,"Tier1, StableFormula, Modern"
156452,Bi3Ni0.9Fe0.1,4.06,tier1_strict,5,"Tier1, StableFormula, Modern"
156500,Rb0.75Fe1.6Se2,32.0,tier1_strict,5,"Tier1, StableFormula, Modern"
156501,Rb0.75Fe1.6Se1.75S0.25,24.0,tier1_strict,5,"Tier1, StableFormula, Modern"
156502,Rb0.75Fe1.6Se1.5S0.5,28.0,tier1_strict,5,"Tier1, StableFormula, Modern"
156503,Rb0.75Fe1.6Se1S1,22.0,tier1_strict,5,"Tier1, StableFormula, Modern"
156505,Ca1K1Fe4As4,35.067,tier1_strict,7,"Tier1, StableFormula, ReliableMeasurement, Modern"
156506,Ca1Rb1Fe4As4,35.629999999999995,tier1_strict,7,"Tier1, StableFormula, ReliableMeasurement, Modern"
156507,Ca1Cs1Fe4As4,31.6,tier1_strict,5,"Tier1, StableFormula, Modern"
156508,Sr1Rb1Fe4As4,35.1,tier1_strict,5,"Tier1, StableFormula, Modern"
156509,Sr1Cs1Fe4As4,36.8,tier1_strict,5,"Tier1, StableFormula, Modern"
156510,Ba1Cs1Fe4As4,26.0,tier1_strict,5,"Tier1, StableFormula, Modern"
156527,Zr1Hf1As1,3.2,tier1_strict,4,"Tier1, StableFormula"
156528,Bi2F0.6S2O0.4,5.1,tier1_strict,5,"Tier1, StableFormula, Modern"
156529,Bi2F0.2S2O0.8,3.0,tier1_strict,5,"Tier1, StableFormula, Modern"
156530,Cu1Cr0.95Fe0.05O2,117.5,tier1_strict,6,"Tier1, StableFormula, HighTc, Modern"
156531,Cu1Cr0.9Fe0.1O2,98.0,tier1_strict,6,"Tier1, StableFormula, HighTc, Modern"
156532,Cu1Cr1O2,132.0,tier1_strict,6,"Tier1, StableFormula, HighTc, Modern"
156533,Nd1F0.5Bi0.84S2O0.5,4.5,tier1_strict,5,"Tier1, StableFormula, Modern"
156535,Ba1Pt2As2,2.114,tier2_standard,6,"Tier2, StableFormula, ReliableMeasurement, Modern"
156543,Pb1.044Sn0.116Ti2Se5.16,4.19,tier1_strict,5,"Tier1, StableFormula, Modern"
156544,Pb0.928Sn0.232Ti2Se5.16,4.53,tier1_strict,5,"Tier1, StableFormula, Modern"
156545,Pb0.812Sn0.348Ti2Se5.16,4.02,tier1_strict,5,"Tier1, StableFormula, Modern"
156546,Pb0.696Sn0.464Ti2Se5.16,3.82,tier1_strict,5,"Tier1, StableFormula, Modern"
156547,Pb0.58Sn0.58Ti2Se5.16,3.6,tier1_strict,5,"Tier1, StableFormula, Modern"
156552,Ce1Co0.95Ni0.05In5,1.86,tier1_strict,5,"Tier1, StableFormula, Modern"
156553,Ce1Co0.925Ni0.075In5,1.69,tier1_strict,5,"Tier1, StableFormula, Modern"
156554,Ce1Co0.875Ni0.125In5,1.41,tier1_strict,5,"Tier1, StableFormula, Modern"
156555,Ce1Co0.8Ni0.2In5,0.88,tier1_strict,5,"Tier1, StableFormula, Modern"
156559,Y6Nb4Al43,0.86,tier1_strict,5,"Tier1, StableFormula, Modern"
156560,Y6Mo4Al43,0.75,tier1_strict,5,"Tier1, StableFormula, Modern"
156561,Y6Ta4Al43,0.68,tier1_strict,5,"Tier1, StableFormula, Modern"
156579,Ta1Pt1Si1,3.54,tier1_strict,4,"Tier1, StableFormula"
156584,Zr2Co0.9Ni0.1,5.94,tier1_strict,4,"Tier1, StableFormula"
156585,Zr2Co0.8Ni0.2,5.83,tier1_strict,4,"Tier1, StableFormula"
156586,Zr2Co0.7Ni0.3,5.14,tier1_strict,4,"Tier1, StableFormula"
156591,Zr1V1Ge1,6.0,tier1_strict,5,"Tier1, StableFormula, Modern"
156603,Pd0.2Ho1Te3,2.0,tier1_strict,5,"Tier1, StableFormula, Modern"
156604,Pd0.4Ho1Te3,2.8,tier1_strict,5,"Tier1, StableFormula, Modern"
156605,Rb1Eu1Fe4As4,33.957142857142856,tier1_strict,5,"Tier1, StableFormula, Modern"
156611,Sr1Pt2.7Pd0.3P1,7.54,tier1_strict,5,"Tier1, StableFormula, Modern"
156612,Sr1Pt2.4Pd0.6P1,6.57,tier1_strict,5,"Tier1, StableFormula, Modern"
156613,Sr1Pt2.1Pd0.9P1,5.78,tier1_strict,5,"Tier1, StableFormula, Modern"
156614,Sr1Pt1.8Pd1.2P1,4.82,tier1_strict,5,"Tier1, StableFormula, Modern"
156615,Ba0.833K0.167Fe2As2,7.0,tier1_strict,5,"Tier1, StableFormula, Modern"
156616,Ba0.823K0.177Fe2As2,10.0,tier1_strict,5,"Tier1, StableFormula, Modern"
156617,Ba0.805K0.195Fe2As2,15.0,tier1_strict,5,"Tier1, StableFormula, Modern"
156618,Ba0.677K0.323Fe2As2,37.0,tier1_strict,5,"Tier1, StableFormula, Modern"
156619,Ba0.83K0.17Fe2As2,8.0,tier1_strict,5,"Tier1, StableFormula, Modern"
156620,Ba0.812K0.188Fe2As2,13.0,tier1_strict,5,"Tier1, StableFormula, Modern"
156621,Ba0.797K0.203Fe2As2,17.0,tier1_strict,5,"Tier1, StableFormula, Modern"
156622,Ba0.663K0.337Fe2As2,38.0,tier1_strict,5,"Tier1, StableFormula, Modern"
156623,Ba0.816K0.184Fe2As2,12.0,tier1_strict,5,"Tier1, StableFormula, Modern"
